"name","year-month","avg_monthly_pct_change"
"DUK","2026-05","-0.47429629872619383"
"GE","2025-12","0.15831720130817098"
"GE","2026-01","-0.028688241089669497"
"GE","2026-02","0.3347724806180041"
"GE","2026-03","-0.6898351598764396"
"GE","2026-04","-0.02465926217363386"
"GE","2026-05","-0.34779735327813155"
"GILD","2025-12","0.16652683977516244"
"GILD","2026-01","0.8063161550904223"
"GILD","2026-02","0.4861189941538122"
"GILD","2026-03","-0.24630556220338076"
"GILD","2026-04","-0.15799387494312508"
"GILD","2026-05","0.8262534018520507"
"GOOGL","2025-12","0.26360027894432714"
"GOOGL","2026-01","0.012005435072861365"
"GOOGL","2026-02","0.09634090492701337"
"GOOGL","2026-03","0.0694135335303109"
"GOOGL","2026-04","0.7154726981930141"
"GOOGL","2026-05","0.42386801631544424"
"GS","2025-12","-0.2965179914780288"
"GS","2026-01","0.6326164341376981"
"GS","2026-02","-0.3911690417073474"
"GS","2026-03","0.2733060803088747"
"GS","2026-04","0.2754684758372542"
"GS","2026-05","0.11127739985989499"
"HD","2025-12","-0.36065093855734015"
"HD","2026-01","0.5672790802711968"
"HD","2026-02","-0.04346045777606492"
"HD","2026-03","-0.5670152685340623"
"HD","2026-04","0.020131274765504317"
"HD","2026-05","-1.141109759223761"
"HON","2025-12","-0.1697957174060317"
"HON","2026-01","0.5703674543745645"
"HON","2026-02","0.3473546389346886"
"HON","2026-03","-0.22312692862707492"
"HON","2026-04","0.038173356130334735"
"HON","2026-05","-0.1380360284752054"
"IBM","2025-12","-0.2462623874317639"
"IBM","2026-01","-0.25743576809473623"
"IBM","2026-02","-0.9411679870790784"
"IBM","2026-03","0.22560276017306372"
"IBM","2026-04","-0.12285308552983405"
"IBM","2026-05","-0.8042709248444256"
"INTC","2025-12","-0.3628731977108425"
"INTC","2026-01","0.5417608975583545"
"INTC","2026-02","0.363192570815554"
"INTC","2026-03","0.015837089305304242"
"INTC","2026-04","2.265378388704568"
"INTC","2026-05","2.4027290410472486"
"JNJ","2025-12","-0.07770828386680739"
"JNJ","2026-01","0.5210407047813861"
"JNJ","2026-02","0.31169195490377055"
"JNJ","2026-03","-0.15028534001794178"
"JNJ","2026-04","-0.14433986951334618"
"JNJ","2026-05","-0.24897407206813776"
"JPM","2025-12","-0.002352092237918013"
"JPM","2026-01","0.021995927981596657"
"JPM","2026-02","-0.03427941910628142"
"JPM","2026-03","0.1454042469216495"
"JPM","2026-04","0.23855657866789437"
"JPM","2026-05","-0.5810451723754926"
"KO","2025-12","-0.022946472903921773"
"KO","2026-01","0.354192688757763"
"KO","2026-02","0.46768950344191207"
"KO","2026-03","-0.2322333606763782"
"KO","2026-04","-0.07008224845036722"
"KO","2026-05","0.1388283713281495"
"LIN","2025-12","0.2961329949629709"
"LIN","2026-01","0.5011430832509061"
"LIN","2026-02","0.6665692177170981"
"LIN","2026-03","-0.01125921525039047"
"LIN","2026-04","0.1585259181465712"
"LIN","2026-05","0.2933282096692559"
"LLY","2025-12","0.18381798629358856"
"LLY","2026-01","-0.0795636514150724"
"LLY","2026-02","-0.428224976255182"
"LLY","2026-03","-0.4508599247668044"
"LLY","2026-04","-0.15006158417824292"
"LLY","2026-05","0.4639480659364644"
"MA","2025-12","0.08568082574289329"
"MA","2026-01","-0.08170329913674018"
"MA","2026-02","-0.07365036060768503"
"MA","2026-03","0.00979967370054181"
"MA","2026-04","0.03299635318079569"
"MA","2026-05","-0.2032729098257407"
"MCD","2025-12","-0.19452296646052622"
"MCD","2026-01","0.19092827553865724"
"MCD","2026-02","0.19625769015498817"
"MCD","2026-03","-0.34767278169200355"
"MCD","2026-04","-0.20356219379346882"
"MCD","2026-05","-1.227545901359666"
"META","2025-12","0.18439429187117615"
"META","2026-01","-0.08195483701133069"
"META","2026-02","-0.11503999572240989"
"META","2026-03","-0.3429591547055964"
"META","2026-04","0.3282370505446288"
"META","2026-05","0.08888779169726901"
"MMM","2025-12","-0.26068535796812226"
"MMM","2026-01","0.1756107307940611"
"MMM","2026-02","0.4896576604995968"
"MMM","2026-03","-0.34022214147616164"
"MMM","2026-04","-0.08372455451197165"
"MMM","2026-05","-0.6416085435006893"
"MRK","2025-12","0.5797853155458114"
"MRK","2026-01","0.15126406956014254"
"MRK","2026-02","0.5105376944000555"
"MRK","2026-03","-0.04750559197121118"
"MRK","2026-04","-0.15971470554852943"
"MRK","2026-05","-0.06626585775042194"
"MS","2025-12","-0.19423632988093126"
"MS","2026-01","0.3076050904494692"
"MS","2026-02","-0.45998407121875134"
"MS","2026-03","0.34840494796449717"
"MS","2026-04","0.3069340439643988"
"MS","2026-05","-0.04940881194469323"
"MSFT","2025-12","0.20522292628812328"
"MSFT","2026-01","-0.11793479226197119"
"MSFT","2026-02","-0.5045079795363128"
"MSFT","2026-03","-0.2008957470846469"
"MSFT","2026-04","0.4044475508940943"
"MSFT","2026-05","0.20543284427988"
"NEE","2025-12","-0.0320812579190458"
"NEE","2026-01","0.3155781117724968"
"NEE","2026-02","0.09667898373613411"
"NEE","2026-03","-0.1823862637361823"
"NEE","2026-04","0.11685438424531817"
"NEE","2026-05","-0.3395369652814385"
"NFLX","2025-12","0.034767708741661504"
"NFLX","2026-01","-0.4493489083865816"
"NFLX","2026-02","0.054864767576765436"
"NFLX","2026-03","0.18527385042239325"
"NFLX","2026-04","0.35187712530673376"
"NFLX","2026-05","-0.7294473279098126"
"NVDA","2025-12","0.3417164096127644"
"NVDA","2026-01","-0.2580053644978868"
"NVDA","2026-02","-0.5867562015732194"
"NVDA","2026-03","0.05598455876443665"
"NVDA","2026-04","0.7580517589092443"
"NVDA","2026-05","0.8027576928389115"
"ORCL","2025-12","0.21026454326632912"
"ORCL","2026-01","-0.7473805514398432"
"ORCL","2026-02","-1.0292686146524315"
"ORCL","2026-03","-0.002351727936837184"
"ORCL","2026-04","-0.15552863329971242"
"ORCL","2026-05","1.3590852652899263"
"PEP","2025-12","-0.38989504093084815"
"PEP","2026-01","0.4208566384908631"
"PEP","2026-02","0.4177848164622397"
"PEP","2026-03","-0.3638104851715028"
"PEP","2026-04","0.16203240658329288"
"PEP","2026-05","-0.6538714975748351"
"PG","2025-12","-0.10070213863582414"
"PG","2026-01","0.2768668408499371"
"PG","2026-02","0.4539849421155357"
"PG","2026-03","-0.536577690351597"
"PG","2026-04","-0.1380855112315294"
"PG","2026-05","-0.45814707594655624"
"PLD","2025-12","-0.24382903894190386"
"PLD","2026-01","0.002079377093095719"
"PLD","2026-02","0.39091741210420894"
"PLD","2026-03","-0.1459100742363106"
"PLD","2026-04","0.23255025079631944"
"PLD","2026-05","-0.12145997582496174"
"PM","2025-12","0.28820498697599845"
"PM","2026-01","0.6813530386487936"
"PM","2026-02","0.12876887127686157"
"PM","2026-03","-0.4677739027206389"
"PM","2026-04","0.14428591830295684"
"PM","2026-05","1.1885415190387316"
"QCOM","2025-12","-0.5857015477287667"
"QCOM","2026-01","-0.4131603434801801"
"QCOM","2026-02","0.45019892583132043"
"QCOM","2026-03","-0.140320480495701"
"QCOM","2026-04","0.41580351511821434"
"QCOM","2026-05","1.2737214455470167"
"REGN","2025-12","0.3899149507564451"
"REGN","2026-01","-0.3377500015745122"
"REGN","2026-02","0.4860136572405831"
"REGN","2026-03","0.05649812368592145"
"REGN","2026-04","-0.24852359494854376"
"REGN","2026-05","0.2013785719008497"
"RTX","2025-12","0.10234606410578553"
"RTX","2026-01","0.027045020842714852"
"RTX","2026-02","0.015360287375073164"
"RTX","2026-03","-0.45034398133623826"
"RTX","2026-04","-0.45577373341446303"
"RTX","2026-05","0.10215844408939283"
"SBUX","2025-12","-0.2790028204850666"
"SBUX","2026-01","0.2515855107421456"
"SBUX","2026-02","0.43915620215804074"
"SBUX","2026-03","-0.06672453649687746"
"SBUX","2026-04","0.4082926899030224"
"SBUX","2026-05","0.11628928975014807"
"SCHW","2025-12","0.19324832036068068"
"SCHW","2026-01","0.1341353776919214"
"SCHW","2026-02","-0.4802373824740717"
"SCHW","2026-03","-0.00523667250310279"
"SCHW","2026-04","0.08429318861653856"
"SCHW","2026-05","-0.24032449612928927"
"SO","2025-12","0.16819817302576573"
"SO","2026-01","0.07868819508315655"
"SO","2026-02","-0.0011461873452191839"
"SO","2026-03","-0.16205559629214597"
"SO","2026-04","0.023654370519781715"
"SO","2026-05","-0.36503513774773355"
"SPGI","2025-12","0.46452692962851394"
"SPGI","2026-01","0.212418705948564"
"SPGI","2026-02","-0.4126205296872641"
"SPGI","2026-03","-0.041733889991983505"
"SPGI","2026-04","-0.10125010614478198"
"SPGI","2026-05","-0.307658327350397"
"TMO","2025-12","0.33356181838852217"
"TMO","2026-01","0.49282202072140135"
"TMO","2026-02","-0.4003734029893148"
"TMO","2026-03","-0.13212894162687006"
"TMO","2026-04","0.2569319088119248"
"TMO","2026-05","-0.879119278492617"
"TSLA","2025-12","-0.916065070440317"
"TSLA","2026-01","-0.41114507435366454"
"TSLA","2026-02","0.10553995673348843"
"TSLA","2026-03","-0.18408855311768238"
"TSLA","2026-04","0.10277019005465189"
"TSLA","2026-05","1.740750341328068"
"TXN","2025-12","-0.4901113335503752"
"TXN","2026-01","0.957712836206244"
"TXN","2026-02","0.01691833881534066"
"TXN","2026-03","-0.40357339704816475"
"TXN","2026-04","0.7549797041096391"
"TXN","2026-05","0.48893107431273464"
"UNH","2025-12","0.09307499094045404"
"UNH","2026-01","0.2507826263532985"
"UNH","2026-02","0.1766456660290935"
"UNH","2026-03","-0.21224501481126445"
"UNH","2026-04","0.3717187980414594"
"UNH","2026-05","0.6885618365184342"
"UPS","2025-12","-0.026270992972441266"
"UPS","2026-01","0.29118031465519756"
"UPS","2026-02","0.537761178208633"
"UPS","2026-03","-0.6359016003869968"
"UPS","2026-04","0.5522576273489804"
"UPS","2026-05","-0.8528592928819768"
"V","2025-12","0.11473670414952242"
"V","2026-01","-0.19669576555495352"
"V","2026-02","0.06163878931858849"
"V","2026-03","-0.07716489996410945"
"V","2026-04","-0.04170952853964318"
"V","2026-05","-0.39314448538004043"
"VRTX","2025-12","0.1873000387329508"
"VRTX","2026-01","0.3111676045834639"
"VRTX","2026-02","0.3951924285924004"
"VRTX","2026-03","-0.6311619300167517"
"VRTX","2026-04","-0.20405736331897537"
"VRTX","2026-05","0.6670788913264581"
"WMT","2025-12","-0.20945072310014007"
"WMT","2026-01","0.3753091040010519"
"WMT","2026-02","0.3360929749970841"
"WMT","2026-03","-0.02357062189401762"
"WMT","2026-04","0.40494923195892274"
"WMT","2026-05","-0.07219706215818293"
"XOM","2025-12","0.0751733171842697"
"XOM","2026-01","0.4251138759286162"
"XOM","2026-02","0.22264328661046176"
"XOM","2026-03","0.08750786670245005"
"XOM","2026-04","-0.005897303668194134"
"XOM","2026-05","0.43059642548691446"
